sample_id,lang_a,lang_b,pair,label_a,label_b,prob_a,prob_b,label_disagreement,confidence_distance
5,en,sw,en-sw,contradiction,neutral,0.9441354723333423,0.915410741822831,1.0,0.028724730510511276
6,en,hi,en-hi,contradiction,contradiction,0.9811931944423833,0.956694390688666,0.0,0.02449880375371727
6,en,zh,en-zh,contradiction,contradiction,0.9811931944423833,0.973929839826847,0.0,0.007263354615536288
6,en,fr,en-fr,contradiction,contradiction,0.9811931944423833,0.9708853733726319,0.0,0.010307821069751366
6,en,de,en-de,contradiction,contradiction,0.9811931944423833,0.9756359074258264,0.0,0.005557287016556889
6,en,ar,en-ar,contradiction,contradiction,0.9811931944423833,0.9625944805546914,0.0,0.018598713887691853
6,en,es,en-es,contradiction,neutral,0.9811931944423833,0.936526772006606,1.0,0.04466642243577734
6,en,th,en-th,contradiction,neutral,0.9811931944423833,0.94590921250585,1.0,0.03528398193653326
6,en,tr,en-tr,contradiction,neutral,0.9811931944423833,0.9237021079641098,1.0,0.0574910864782735
6,en,vi,en-vi,contradiction,neutral,0.9811931944423833,0.9347771820389036,1.0,0.0464160124034797
6,en,sw,en-sw,contradiction,contradiction,0.9811931944423833,0.9479731418116952,0.0,0.03322005263068806
7,en,hi,en-hi,neutral,neutral,0.9590567387933162,0.9693571225524045,0.0,0.01030038375908826
7,en,zh,en-zh,neutral,neutral,0.9590567387933162,0.9634900576801677,0.0,0.0044333188868515006
7,en,fr,en-fr,neutral,neutral,0.9590567387933162,0.9790801026130818,0.0,0.02002336381976555
7,en,de,en-de,neutral,neutral,0.9590567387933162,0.950575501257752,0.0,0.008481237535564179
7,en,ar,en-ar,neutral,neutral,0.9590567387933162,0.9665520644066864,0.0,0.007495325613370185
7,en,es,en-es,neutral,neutral,0.9590567387933162,0.9837499450747139,0.0,0.024693206281397706
7,en,th,en-th,neutral,neutral,0.9590567387933162,0.9644610541150779,0.0,0.005404315321761666
7,en,tr,en-tr,neutral,neutral,0.9590567387933162,0.9670561025073446,0.0,0.007999363714028429
7,en,vi,en-vi,neutral,neutral,0.9590567387933162,0.9558652904437495,0.0,0.00319144834956675
7,en,sw,en-sw,neutral,neutral,0.9590567387933162,0.9816636575860399,0.0,0.022606918792723696
8,en,hi,en-hi,neutral,neutral,0.9856971117202212,0.9821047382277511,0.0,0.0035923734924701023
8,en,zh,en-zh,neutral,neutral,0.9856971117202212,0.9863577562019297,0.0,0.0006606444817084389
8,en,fr,en-fr,neutral,neutral,0.9856971117202212,0.9770943285460345,0.0,0.008602783174186723
8,en,de,en-de,neutral,neutral,0.9856971117202212,0.9855180403358886,0.0,0.0001790713843325964
8,en,ar,en-ar,neutral,neutral,0.9856971117202212,0.9780206594763806,0.0,0.007676452243840615
8,en,es,en-es,neutral,neutral,0.9856971117202212,0.9887109851876951,0.0,0.0030138734674738377
8,en,th,en-th,neutral,neutral,0.9856971117202212,0.9897673588176223,0.0,0.004070247097401114
8,en,tr,en-tr,neutral,neutral,0.9856971117202212,0.9889225020817841,0.0,0.0032253903615628854
8,en,vi,en-vi,neutral,neutral,0.9856971117202212,0.9855264271436263,0.0,0.0001706845765949705
8,en,sw,en-sw,neutral,neutral,0.9856971117202212,0.9912985813954039,0.0,0.005601469675182713
9,en,hi,en-hi,contradiction,neutral,0.970133248532788,0.9437377341486164,1.0,0.026395514384171648
9,en,zh,en-zh,contradiction,contradiction,0.970133248532788,0.9480402852566555,0.0,0.022092963276132527
9,en,fr,en-fr,contradiction,contradiction,0.970133248532788,0.936014628442235,0.0,0.034118620090553
9,en,de,en-de,contradiction,contradiction,0.970133248532788,0.935172276263132,0.0,0.034960972269656
9,en,ar,en-ar,contradiction,neutral,0.970133248532788,0.9689645295131862,1.0,0.001168719019601805
9,en,es,en-es,contradiction,contradiction,0.970133248532788,0.9572956962840858,0.0,0.0128375522487022
9,en,th,en-th,contradiction,neutral,0.970133248532788,0.95003318529094,1.0,0.020100063241847987
9,en,tr,en-tr,contradiction,neutral,0.970133248532788,0.9795779630118869,1.0,0.009444714479098892
9,en,vi,en-vi,contradiction,neutral,0.970133248532788,0.9309791016395459,1.0,0.03915414689324215
9,en,sw,en-sw,contradiction,neutral,0.970133248532788,0.9451731367756745,1.0,0.024960111757113546
10,en,hi,en-hi,neutral,neutral,0.9593866413154419,0.925367334686305,0.0,0.03401930662913688
10,en,zh,en-zh,neutral,neutral,0.9593866413154419,0.9748165943230124,0.0,0.01542995300757044
10,en,fr,en-fr,neutral,neutral,0.9593866413154419,0.9620764123956461,0.0,0.002689771080204184
10,en,de,en-de,neutral,contradiction,0.9593866413154419,0.9560722112249881,1.0,0.003314430090453846
10,en,ar,en-ar,neutral,contradiction,0.9593866413154419,0.9479289079143398,1.0,0.011457733401102121
10,en,es,en-es,neutral,neutral,0.9593866413154419,0.9568904069146612,0.0,0.002496234400780728
10,en,th,en-th,neutral,contradiction,0.9593866413154419,0.9526723110297493,1.0,0.006714330285692682
10,en,tr,en-tr,neutral,neutral,0.9593866413154419,0.9770904384527115,0.0,0.01770379713726955
10,en,vi,en-vi,neutral,neutral,0.9593866413154419,0.9584860600763498,0.0,0.0009005812390920909
10,en,sw,en-sw,neutral,neutral,0.9593866413154419,0.9685804092861733,0.0,0.009193767970731348
11,en,hi,en-hi,neutral,neutral,0.9711305712313499,0.9714404338553047,0.0,0.0003098626239547153
11,en,zh,en-zh,neutral,neutral,0.9711305712313499,0.9830026061657329,0.0,0.011872034934382936
11,en,fr,en-fr,neutral,neutral,0.9711305712313499,0.9713884325427957,0.0,0.00025786131144578395
11,en,de,en-de,neutral,neutral,0.9711305712313499,0.968117607592069,0.0,0.003012963639280941
11,en,ar,en-ar,neutral,neutral,0.9711305712313499,0.9672560846509365,0.0,0.00387448658041345
11,en,es,en-es,neutral,neutral,0.9711305712313499,0.9684963666172797,0.0,0.002634204614070268
11,en,th,en-th,neutral,neutral,0.9711305712313499,0.9480842100921276,0.0,0.023046361139222316
11,en,tr,en-tr,neutral,neutral,0.9711305712313499,0.9825997975951116,0.0,0.011469226363761686
11,en,vi,en-vi,neutral,neutral,0.9711305712313499,0.9766202457509547,0.0,0.005489674519604804
11,en,sw,en-sw,neutral,neutral,0.9711305712313499,0.9751739005105673,0.0,0.004043329279217356
12,en,hi,en-hi,contradiction,contradiction,0.9868633891228904,0.9698741137684954,0.0,0.016989275354394984
12,en,zh,en-zh,contradiction,contradiction,0.9868633891228904,0.9658738008103598,0.0,0.020989588312530616
12,en,fr,en-fr,contradiction,neutral,0.9868633891228904,0.9799551479100194,1.0,0.006908241212871036
12,en,de,en-de,contradiction,contradiction,0.9868633891228904,0.975861281343365,0.0,0.011002107779525372
12,en,ar,en-ar,contradiction,contradiction,0.9868633891228904,0.9402057103210789,0.0,0.046657678801811486
12,en,es,en-es,contradiction,contradiction,0.9868633891228904,0.9853570304309038,0.0,0.0015063586919865646
12,en,th,en-th,contradiction,contradiction,0.9868633891228904,0.966373846665203,0.0,0.020489542457687415
12,en,tr,en-tr,contradiction,neutral,0.9868633891228904,0.9333568970238219,1.0,0.05350649209906855
12,en,vi,en-vi,contradiction,contradiction,0.9868633891228904,0.930354921198243,0.0,0.056508467924647365
12,en,sw,en-sw,contradiction,contradiction,0.9868633891228904,0.9837428111078761,0.0,0.003120578015014308
13,en,hi,en-hi,neutral,neutral,0.9824957492981715,0.967630618256037,0.0,0.014865131042134494
13,en,zh,en-zh,neutral,neutral,0.9824957492981715,0.9853981867826992,0.0,0.0029024374845276757
13,en,fr,en-fr,neutral,neutral,0.9824957492981715,0.9805783802447391,0.0,0.0019173690534324273
13,en,de,en-de,neutral,neutral,0.9824957492981715,0.9737084095532983,0.0,0.008787339744873224
13,en,ar,en-ar,neutral,neutral,0.9824957492981715,0.9780431866419085,0.0,0.004452562656263037
13,en,es,en-es,neutral,neutral,0.9824957492981715,0.9825197366857384,0.0,2.398738756692609e-05
13,en,th,en-th,neutral,neutral,0.9824957492981715,0.9841572963496172,0.0,0.001661547051445722
13,en,tr,en-tr,neutral,neutral,0.9824957492981715,0.9766585669070329,0.0,0.005837182391138618
13,en,vi,en-vi,neutral,neutral,0.9824957492981715,0.9821964576681056,0.0,0.0002992916300659232
13,en,sw,en-sw,neutral,neutral,0.9824957492981715,0.9841219370276137,0.0,0.00162618772944223
14,en,hi,en-hi,neutral,neutral,0.9774289046855746,0.967971338820416,0.0,0.009457565865158668
14,en,zh,en-zh,neutral,neutral,0.9774289046855746,0.9748489662900944,0.0,0.002579938395480208
14,en,fr,en-fr,neutral,neutral,0.9774289046855746,0.9822235483801248,0.0,0.0047946436945501825
14,en,de,en-de,neutral,neutral,0.9774289046855746,0.9761792198944679,0.0,0.0012496847911067643
14,en,ar,en-ar,neutral,neutral,0.9774289046855746,0.9718574850124523,0.0,0.0055714196731223575
14,en,es,en-es,neutral,neutral,0.9774289046855746,0.9808650435683175,0.0,0.0034361388827428563
14,en,th,en-th,neutral,neutral,0.9774289046855746,0.9540242049276403,0.0,0.023404699757934355
14,en,tr,en-tr,neutral,neutral,0.9774289046855746,0.974394781681834,0.0,0.0030341230037406186
14,en,vi,en-vi,neutral,neutral,0.9774289046855746,0.9776764854073066,0.0,0.00024758072173192147
14,en,sw,en-sw,neutral,neutral,0.9774289046855746,0.981937921006421,0.0,0.004509016320846326
15,en,hi,en-hi,contradiction,contradiction,0.9926214596278609,0.9680884302910694,0.0,0.024533029336791468
15,en,zh,en-zh,contradiction,contradiction,0.9926214596278609,0.983104055464632,0.0,0.009517404163228882
15,en,fr,en-fr,contradiction,contradiction,0.9926214596278609,0.9679689784121263,0.0,0.0246524812157346
15,en,de,en-de,contradiction,contradiction,0.9926214596278609,0.980135756385508,0.0,0.012485703242352875
15,en,ar,en-ar,contradiction,contradiction,0.9926214596278609,0.9845670895562236,0.0,0.008054370071637229
15,en,es,en-es,contradiction,contradiction,0.9926214596278609,0.9726443885814855,0.0,0.01997707104637536
15,en,th,en-th,contradiction,contradiction,0.9926214596278609,0.9773969874725887,0.0,0.015224472155272117
15,en,tr,en-tr,contradiction,contradiction,0.9926214596278609,0.9851366786107739,0.0,0.007484781017086939
15,en,vi,en-vi,contradiction,contradiction,0.9926214596278609,0.9829290644082772,0.0,0.00969239521958365
15,en,sw,en-sw,contradiction,contradiction,0.9926214596278609,0.9750694277312177,0.0,0.017552031896643117
16,en,hi,en-hi,neutral,neutral,0.978377280639449,0.986609580443708,0.0,0.008232299804258991
16,en,zh,en-zh,neutral,neutral,0.978377280639449,0.9901993006455679,0.0,0.011822020006118983
16,en,fr,en-fr,neutral,neutral,0.978377280639449,0.987332864805095,0.0,0.008955584165646013
16,en,de,en-de,neutral,neutral,0.978377280639449,0.9882135015049831,0.0,0.009836220865534151
16,en,ar,en-ar,neutral,neutral,0.978377280639449,0.9666538880933104,0.0,0.011723392546138522
16,en,es,en-es,neutral,neutral,0.978377280639449,0.9830492456797778,0.0,0.0046719650403288515
16,en,th,en-th,neutral,neutral,0.978377280639449,0.9865221948161143,0.0,0.008144914176665297
16,en,tr,en-tr,neutral,neutral,0.978377280639449,0.9896731222583637,0.0,0.011295841618914726
16,en,vi,en-vi,neutral,neutral,0.978377280639449,0.9821574411188645,0.0,0.0037801604794155397
16,en,sw,en-sw,neutral,neutral,0.978377280639449,0.9875977324330717,0.0,0.009220451793622741
17,en,hi,en-hi,neutral,neutral,0.9721020792460686,0.9694252493514909,0.0,0.002676829894577737
17,en,zh,en-zh,neutral,neutral,0.9721020792460686,0.9891087016752861,0.0,0.017006622429217466
17,en,fr,en-fr,neutral,neutral,0.9721020792460686,0.9891593746098492,0.0,0.017057295363780534
17,en,de,en-de,neutral,neutral,0.9721020792460686,0.9785269564142751,0.0,0.0064248771682065
17,en,ar,en-ar,neutral,neutral,0.9721020792460686,0.9753632913713169,0.0,0.003261212125248325
17,en,es,en-es,neutral,neutral,0.9721020792460686,0.9657895777074664,0.0,0.006312501538602189
17,en,th,en-th,neutral,neutral,0.9721020792460686,0.9851073179342831,0.0,0.01300523868821446
17,en,tr,en-tr,neutral,neutral,0.9721020792460686,0.9753826270953426,0.0,0.003280547849274007
17,en,vi,en-vi,neutral,neutral,0.9721020792460686,0.9747523612915566,0.0,0.002650282045488006
17,en,sw,en-sw,neutral,neutral,0.9721020792460686,0.9855473081327204,0.0,0.013445228886651783
18,en,hi,en-hi,contradiction,contradiction,0.9829938236710891,0.9585252141495862,0.0,0.02446860952150287
18,en,zh,en-zh,contradiction,contradiction,0.9829938236710891,0.9545556097948165,0.0,0.028438213876272656
18,en,fr,en-fr,contradiction,contradiction,0.9829938236710891,0.9710798875573821,0.0,0.011913936113707058
18,en,de,en-de,contradiction,contradiction,0.9829938236710891,0.9504033839484833,0.0,0.03259043972260578
18,en,ar,en-ar,contradiction,contradiction,0.9829938236710891,0.9449431476091823,0.0,0.03805067606190682
18,en,es,en-es,contradiction,contradiction,0.9829938236710891,0.9527373365994036,0.0,0.03025648707168549
18,en,th,en-th,contradiction,neutral,0.9829938236710891,0.9640471240162598,1.0,0.018946699654829313
18,en,tr,en-tr,contradiction,contradiction,0.9829938236710891,0.9616004993965447,0.0,0.021393324274544434
18,en,vi,en-vi,contradiction,contradiction,0.9829938236710891,0.9764248599724988,0.0,0.00656896369859028
18,en,sw,en-sw,contradiction,contradiction,0.9829938236710891,0.9855518508459603,0.0,0.0025580271748711914
19,en,hi,en-hi,neutral,neutral,0.9563215954427775,0.9473038914616503,0.0,0.009017703981127223
19,en,zh,en-zh,neutral,neutral,0.9563215954427775,0.9742894453523182,0.0,0.0179678499095407
19,en,fr,en-fr,neutral,neutral,0.9563215954427775,0.9677411186960426,0.0,0.011419523253265118
19,en,de,en-de,neutral,neutral,0.9563215954427775,0.9693883181359673,0.0,0.013066722693189758
19,en,ar,en-ar,neutral,neutral,0.9563215954427775,0.9133103752771723,0.0,0.04301122016560521
19,en,es,en-es,neutral,neutral,0.9563215954427775,0.9708076301362485,0.0,0.014486034693470984
19,en,th,en-th,neutral,neutral,0.9563215954427775,0.9492905936649569,0.0,0.007031001777820567
19,en,tr,en-tr,neutral,neutral,0.9563215954427775,0.9389754059377379,0.0,0.017346189505039633
19,en,vi,en-vi,neutral,neutral,0.9563215954427775,0.9768941276090389,0.0,0.020572532166261426
19,en,sw,en-sw,neutral,neutral,0.9563215954427775,0.9753482002966091,0.0,0.019026604853831564
20,en,hi,en-hi,neutral,neutral,0.9849105631309545,0.971381576565284,0.0,0.013528986565670476
20,en,zh,en-zh,neutral,neutral,0.9849105631309545,0.9863460227604048,0.0,0.001435459629450353
20,en,fr,en-fr,neutral,neutral,0.9849105631309545,0.983197434769962,0.0,0.0017131283609924663
20,en,de,en-de,neutral,neutral,0.9849105631309545,0.9869076345197019,0.0,0.0019970713887473845
20,en,ar,en-ar,neutral,neutral,0.9849105631309545,0.9805868430191708,0.0,0.004323720111783724
20,en,es,en-es,neutral,neutral,0.9849105631309545,0.9857380875833904,0.0,0.000827524452435946
20,en,th,en-th,neutral,neutral,0.9849105631309545,0.9847704035169308,0.0,0.0001401596140236938
20,en,tr,en-tr,neutral,neutral,0.9849105631309545,0.9872814551810043,0.0,0.002370892050049811
20,en,vi,en-vi,neutral,neutral,0.9849105631309545,0.9833363109418313,0.0,0.0015742521891232153
20,en,sw,en-sw,neutral,neutral,0.9849105631309545,0.9844091823907782,0.0,0.0005013807401762493
21,en,hi,en-hi,neutral,neutral,0.9584017341309273,0.9636985644531668,0.0,0.0052968303222394875
21,en,zh,en-zh,neutral,neutral,0.9584017341309273,0.981071520411334,0.0,0.022669786280406723
21,en,fr,en-fr,neutral,contradiction,0.9584017341309273,0.9360924773447998,1.0,0.022309256786127496
21,en,de,en-de,neutral,neutral,0.9584017341309273,0.9805245960332525,0.0,0.022122861902325153
21,en,ar,en-ar,neutral,neutral,0.9584017341309273,0.9678294915577378,0.0,0.009427757426810457
21,en,es,en-es,neutral,neutral,0.9584017341309273,0.9796986161042732,0.0,0.021296881973345894
21,en,th,en-th,neutral,neutral,0.9584017341309273,0.9801302477334468,0.0,0.021728513602519484
21,en,tr,en-tr,neutral,neutral,0.9584017341309273,0.97750753884213,0.0,0.019105804711202712
21,en,vi,en-vi,neutral,neutral,0.9584017341309273,0.9612370722252943,0.0,0.0028353380943669793
21,en,sw,en-sw,neutral,neutral,0.9584017341309273,0.9714337755799963,0.0,0.013032041449068998
22,en,hi,en-hi,contradiction,neutral,0.9813128331140885,0.9622909512187678,1.0,0.019021881895320614
22,en,zh,en-zh,contradiction,neutral,0.9813128331140885,0.9252635026132493,1.0,0.056049330500839156
22,en,fr,en-fr,contradiction,contradiction,0.9813128331140885,0.9746949964151237,0.0,0.006617836698964763
22,en,de,en-de,contradiction,contradiction,0.9813128331140885,0.9747206635743911,0.0,0.0065921695396973234
22,en,ar,en-ar,contradiction,contradiction,0.9813128331140885,0.9693381570059287,0.0,0.01197467610815972
22,en,es,en-es,contradiction,contradiction,0.9813128331140885,0.959866136274536,0.0,0.02144669683955247
22,en,th,en-th,contradiction,contradiction,0.9813128331140885,0.9279332082656951,0.0,0.053379624848393314
22,en,tr,en-tr,contradiction,contradiction,0.9813128331140885,0.9788225926397387,0.0,0.0024902404743497586
22,en,vi,en-vi,contradiction,neutral,0.9813128331140885,0.9648054627209918,1.0,0.016507370393096688
22,en,sw,en-sw,contradiction,contradiction,0.9813128331140885,0.9328020645457729,0.0,0.0485107685683156
23,en,hi,en-hi,contradiction,contradiction,0.926492037033619,0.9061071787946295,0.0,0.0203848582389895
23,en,zh,en-zh,contradiction,contradiction,0.926492037033619,0.9213731860814105,0.0,0.005118850952208542
23,en,fr,en-fr,contradiction,neutral,0.926492037033619,0.9203921569842312,1.0,0.006099880049387885
23,en,de,en-de,contradiction,neutral,0.926492037033619,0.9227943373391425,1.0,0.0036976996944765306
23,en,ar,en-ar,contradiction,neutral,0.926492037033619,0.9591345797826202,1.0,0.032642542749001136
23,en,es,en-es,contradiction,contradiction,0.926492037033619,0.9129432771077834,0.0,0.013548759925835596
23,en,th,en-th,contradiction,neutral,0.926492037033619,0.9773544151415309,1.0,0.05086237810791183
23,en,tr,en-tr,contradiction,neutral,0.926492037033619,0.9686178226778284,1.0,0.042125785644209324
23,en,vi,en-vi,contradiction,contradiction,0.926492037033619,0.9314112740196695,0.0,0.004919236986050457
23,en,sw,en-sw,contradiction,contradiction,0.926492037033619,0.9325785104403729,0.0,0.006086473406753834
24,en,hi,en-hi,neutral,neutral,0.965165165629835,0.9689603608118158,0.0,0.0037951951819807928
24,en,zh,en-zh,neutral,neutral,0.965165165629835,0.9670988956687637,0.0,0.001933730038928716
24,en,fr,en-fr,neutral,neutral,0.965165165629835,0.9560723671222982,0.0,0.009092798507536859
24,en,de,en-de,neutral,contradiction,0.965165165629835,0.9108402392774017,1.0,0.054324926352433356
24,en,ar,en-ar,neutral,neutral,0.965165165629835,0.9646571718410695,0.0,0.0005079937887655372
24,en,es,en-es,neutral,neutral,0.965165165629835,0.9595166844072497,0.0,0.005648481222585322
24,en,th,en-th,neutral,neutral,0.965165165629835,0.9740887522931944,0.0,0.00892358666335935
24,en,tr,en-tr,neutral,neutral,0.965165165629835,0.9392299969528864,0.0,0.02593516867694856
24,en,vi,en-vi,neutral,neutral,0.965165165629835,0.9717762539599998,0.0,0.006611088330164772
24,en,sw,en-sw,neutral,neutral,0.965165165629835,0.972249503234521,0.0,0.007084337604685964
25,en,hi,en-hi,neutral,neutral,0.9694144604817944,0.9720645043513259,0.0,0.002650043869531493
25,en,zh,en-zh,neutral,neutral,0.9694144604817944,0.9558553039720132,0.0,0.013559156509781123
25,en,fr,en-fr,neutral,neutral,0.9694144604817944,0.9696627976156608,0.0,0.0002483371338664053
25,en,de,en-de,neutral,neutral,0.9694144604817944,0.9722632734673596,0.0,0.0028488129855652744
25,en,ar,en-ar,neutral,neutral,0.9694144604817944,0.958447979348144,0.0,0.010966481133650396
25,en,es,en-es,neutral,neutral,0.9694144604817944,0.9731544558176745,0.0,0.0037399953358800975
25,en,th,en-th,neutral,neutral,0.9694144604817944,0.9855100190600862,0.0,0.016095558578291813
25,en,tr,en-tr,neutral,neutral,0.9694144604817944,0.9622623679266087,0.0,0.007152092555185674
25,en,vi,en-vi,neutral,neutral,0.9694144604817944,0.9556884025736504,0.0,0.013726057908143963
25,en,sw,en-sw,neutral,neutral,0.9694144604817944,0.9629943350510308,0.0,0.006420125430763535
26,en,hi,en-hi,contradiction,neutral,0.9055024564673827,0.9387379599608275,1.0,0.03323550349344484
26,en,zh,en-zh,contradiction,neutral,0.9055024564673827,0.9348710125644712,1.0,0.02936855609708855
26,en,fr,en-fr,contradiction,contradiction,0.9055024564673827,0.9152936346265915,0.0,0.009791178159208824
26,en,de,en-de,contradiction,neutral,0.9055024564673827,0.948586710022053,1.0,0.04308425355467027
26,en,ar,en-ar,contradiction,neutral,0.9055024564673827,0.9670407091282381,1.0,0.06153825266085544
26,en,es,en-es,contradiction,neutral,0.9055024564673827,0.9715421457065997,1.0,0.06603968923921699
26,en,th,en-th,contradiction,neutral,0.9055024564673827,0.9431722088853358,1.0,0.03766975241795312
26,en,tr,en-tr,contradiction,neutral,0.9055024564673827,0.9733782021220533,1.0,0.06787574565467058
26,en,vi,en-vi,contradiction,neutral,0.9055024564673827,0.9699755289297967,1.0,0.06447307246241396
26,en,sw,en-sw,contradiction,neutral,0.9055024564673827,0.9736868183197687,1.0,0.06818436185238597
27,en,hi,en-hi,contradiction,neutral,0.9813098367465092,0.9777627623503832,1.0,0.0035470743961260043
27,en,zh,en-zh,contradiction,neutral,0.9813098367465092,0.92781651866178,1.0,0.053493318084729125
