prompt_id,language,semantic_similarity,entity_change_rate,lexical_overlap,response_length_variance
7,es,0.8058896064758301,0.25,0.2960972850678733,7.76
7,hi,0.816411554813385,0.0,0.4811975436975437,5.36
8,ar,0.8566470742225647,0.0,0.44597069597069594,42.160000000000004
8,en,0.9130440354347229,0.25,0.3105742498322308,3.7600000000000002
8,es,0.8438021540641785,0.25,0.32284804567413267,6.160000000000001
8,hi,0.9367933869361877,,0.5361859838274933,15.039999999999997
9,ar,0.7092953324317932,,0.21889289488734448,18.8
9,en,0.9493556618690491,0.0,0.4584004746279151,56.0
9,es,0.8919981122016907,0.0,0.31766277726535985,6.640000000000001
9,hi,0.7923625707626343,,0.16447028423772608,123.44000000000001
10,ar,0.797720730304718,0.0,0.14569022555273056,3.3599999999999994
10,en,0.8894631862640381,0.25,0.21410553623668377,13.2
10,es,0.7150170803070068,0.0,0.2613731607375675,12.239999999999998
10,hi,0.8688727617263794,0.0,0.44067882472137787,5.76
11,ar,0.6473925113677979,0.0,0.15770812672895243,12.559999999999999
11,en,0.8749227523803711,0.5,0.31826308456573693,5.76
11,es,0.878424346446991,0.25,0.4964603833769673,17.359999999999996
11,hi,0.9087978601455688,0.0,0.43439849624060145,3.3599999999999994
12,ar,0.5802724361419678,0.75,0.2508898908400569,4.56
12,en,0.8442619442939758,0.0,0.3723830049261083,12.24
12,es,0.8602920174598694,0.0,0.43118517898962866,34.64
12,hi,0.8756065368652344,0.0,0.5050897170462387,1.3599999999999999
13,ar,0.482632577419281,0.5,0.22603234276166606,60.96
13,en,0.6936392784118652,0.0,0.20101097928243392,7.039999999999999
13,es,0.6915715932846069,0.25,0.38380721606824547,200.64
13,hi,0.9395796060562134,,0.49026549975119105,22.0
14,ar,0.7979406714439392,,0.5099955673758865,7.6
14,en,0.9494501948356628,0.25,0.49333417593528817,72.64
14,es,0.8834633231163025,0.75,0.29555186590765337,78.24
14,hi,0.9702821969985962,,0.6855335157318742,9.04
15,ar,0.5287209153175354,,0.18904422514619884,74.64000000000001
15,en,0.8276323080062866,0.0,0.39036998718602495,88.23999999999998
15,es,0.8309817314147949,0.25,0.30134680134680136,121.76000000000002
15,hi,0.8562377095222473,0.0,0.30634083658277206,112.55999999999999
16,ar,0.8741257190704346,0.6666666666666666,0.3170358560090703,0.9600000000000002
16,en,0.9051793813705444,0.0,0.46670196291682814,12.8
16,es,0.7645525932312012,0.0,0.3419243454045571,9.84
16,hi,0.8407241702079773,,0.36708375463431075,32.239999999999995
17,ar,0.5871280431747437,1.0,0.3770250582750583,17.04
17,en,0.6497265100479126,0.5,0.23687876121991025,167.76
17,es,0.7045955061912537,0.75,0.20541730670762928,56.160000000000004
17,hi,0.8868200182914734,,0.25531603996771407,83.04
18,ar,0.7196645140647888,0.0,0.30270372471166573,1.3600000000000003
18,en,0.7504454851150513,0.0,0.2730982185844969,43.76
18,es,0.7966002225875854,0.25,0.41075605680868843,6.56
18,hi,0.7986770272254944,0.3333333333333333,0.49861239592969475,47.440000000000005
19,ar,0.840619683265686,0.25,0.39949832424374904,2.16
19,en,0.8484482765197754,0.75,0.34947073168890197,21.04
19,es,0.8542803525924683,0.75,0.3922506092718859,43.76
19,hi,0.8592215180397034,,0.44462041226747107,2.1599999999999997
20,ar,0.4957002103328705,0.6666666666666666,0.3078017141327987,1.0400000000000003
20,en,0.8760045766830444,0.25,0.2741228070175438,25.04
20,es,0.6466193199157715,0.5,0.4216978609625669,25.839999999999996
20,hi,0.8550221920013428,,0.33065495379325166,11.040000000000001
21,ar,0.7796057462692261,,0.14874625066576963,2.9599999999999995
21,en,0.8694618940353394,0.0,0.2692797118847539,2.64
21,es,0.8360604047775269,0.5,0.36283815851922163,1.2
21,hi,0.9090432524681091,,0.44824134811619165,6.8
22,ar,0.8892207145690918,0.0,0.6114898989898989,10.959999999999999
22,en,0.8658266663551331,0.0,0.2631536701183645,2.1599999999999997
22,es,0.8244181871414185,0.0,0.2770502655942919,4.24
22,hi,0.683866024017334,0.0,0.241245670350964,24.560000000000006
23,ar,0.8918130993843079,0.0,0.45509118541033433,0.5599999999999999
23,en,0.7916617393493652,0.0,0.19703654188948305,11.36
23,es,0.8119235038757324,0.0,0.44021362931137364,24.16
23,hi,0.9263702630996704,0.5,0.44454880704880706,30.640000000000004
24,ar,0.8517424464225769,0.0,0.4196859903381642,8.4
24,en,0.7985662221908569,0.25,0.3111424394319131,9.36
24,es,0.7485356330871582,0.25,0.4561884236453202,6.640000000000001
24,hi,0.8164778351783752,0.0,0.44333020564547654,25.839999999999996
25,ar,0.8894760608673096,0.0,0.6354166666666666,8.64
25,en,0.9079873561859131,0.0,0.46777098997493727,27.6
25,es,0.9468741416931152,0.0,0.5587561947856066,3.6
25,hi,0.9429481029510498,0.25,0.6458001063264222,14.639999999999997
26,ar,0.9145601987838745,0.0,0.23139589169000935,18.16
26,en,0.8532626032829285,0.25,0.21853715773359367,91.35999999999999
26,es,0.7332821488380432,1.0,0.13761030014317566,56.15999999999999
26,hi,0.9081465601921082,0.0,0.1579458534621578,102.0
27,ar,0.774299681186676,0.0,0.3035599152620429,9.76
27,en,0.9111324548721313,0.0,0.39589073334251734,12.559999999999999
27,es,0.9143087863922119,0.5,0.49218948899799964,9.760000000000002
27,hi,0.8941587209701538,,0.5203673245614036,6.640000000000001
28,ar,0.8415377140045166,0.0,0.23130642954856362,9.76
28,en,0.8840641975402832,0.5,0.48843606591572797,23.439999999999998
28,es,0.8068056106567383,0.5,0.2968723992143547,44.0
28,hi,0.8915202617645264,0.0,0.23623121942697412,10.0
29,ar,0.837094247341156,0.0,0.19921377641965876,9.759999999999998
29,en,0.836592972278595,0.0,0.3375185375938751,1.04
29,es,0.8228457570075989,0.0,0.28264222355608914,5.04
29,hi,0.8071474432945251,,0.31742856408675096,10.96
30,ar,0.9337384700775146,,0.6028961292119187,0.24
30,en,0.909989595413208,0.75,0.32800530924178595,17.76
30,es,0.890264630317688,0.25,0.4089554790860709,55.36
30,hi,0.9350339770317078,,0.4826269638290099,4.640000000000001
31,ar,0.7351497411727905,,0.3244642857142857,4.959999999999999
31,en,0.9083283543586731,0.0,0.4992307692307692,213.35999999999999
31,es,0.8954563140869141,0.25,0.6098039215686275,148.95999999999998
31,hi,0.8939416408538818,,0.7125,100.0
32,ar,0.6335419416427612,0.0,0.3639687693259122,97.84
32,en,0.6369644403457642,0.5,0.11999485070675864,101.84
32,es,0.7338889837265015,0.5,0.28788218447024044,4.4
32,hi,0.8504812121391296,,0.33688725490196075,8.559999999999999
33,ar,0.9160604476928711,0.0,0.2519553812090874,8.16
33,en,0.8749070763587952,0.0,0.21598635660550292,28.96
33,es,0.9278483390808105,0.25,0.5957821813444913,15.360000000000003
33,hi,0.9190566539764404,,0.5827067669172932,6.959999999999999
34,ar,0.7076390981674194,,0.13040809093440672,43.36
34,en,0.5976541042327881,0.75,0.3402777777777778,249.04000000000002
34,es,0.7092348337173462,0.75,0.17479453868969533,88.16
34,hi,0.8126286864280701,,0.1816876893696301,55.839999999999996
35,ar,0.6679805517196655,0.5,0.2839801890655928,7.840000000000001
35,en,0.7101055979728699,0.0,0.2878772122991599,1.6
35,es,0.6590555906295776,0.0,0.24962121212121213,127.84
35,hi,0.9180222153663635,0.0,0.5025202147401908,14.160000000000002
36,ar,0.7676292657852173,0.5,0.22868279569892475,31.439999999999998
36,en,0.8366684317588806,0.5,0.3210615825277479,157.04000000000002
36,es,0.923230767250061,0.25,0.6153846153846154,37.36
36,hi,0.8839278221130371,0.25,0.49038390550018457,63.36
37,ar,0.7117277979850769,,0.1948544266191325,91.04
37,en,0.6605302095413208,0.5,0.1550849897764735,46.16
37,es,0.737350583076477,0.5,0.2188167572715881,78.24
37,hi,0.8196192979812622,,0.3629756763363755,14.639999999999997
38,ar,0.7175647020339966,,0.11704334511582412,4.959999999999999
38,en,0.6290186047554016,0.0,0.2529975357681415,13.6
38,es,0.8021496534347534,0.75,0.21766752894801675,29.839999999999996
38,hi,0.7609840035438538,0.0,0.2591989608910715,10.0
39,ar,0.847084641456604,,0.5204622235872236,1.8399999999999999
39,en,0.932173490524292,0.0,0.5557017543859649,10.0
39,es,0.7486746311187744,0.75,0.3551076772771301,41.84
39,hi,0.9258495569229126,,0.5432931893687707,15.040000000000001
40,ar,0.6750502586364746,,0.11565990162676835,7.76
40,en,0.9400181770324707,0.0,0.5419788544788544,5.6
40,es,0.8925964832305908,0.5,0.6199473975636767,0.6399999999999999
40,hi,0.8766279220581055,0.0,0.5281914893617021,1.8399999999999999
41,ar,0.6276606321334839,,0.17339279078409514,93.44000000000001
41,en,0.9648754596710205,0.5,0.6095508658008658,52.8
41,es,0.9007035493850708,0.25,0.5119226222949628,16.240000000000002
41,hi,0.9122667908668518,,0.4457601727982162,35.44
42,ar,0.8711249828338623,0.0,0.38408149821193305,61.36
42,en,0.8829898834228516,0.75,0.2806372549019608,275.76
42,es,0.9184876680374146,0.0,0.5112383021390374,105.44000000000001
42,hi,0.9303741455078125,,0.4503470667263771,53.44
43,ar,0.8836914300918579,0.0,0.3685926773455378,68.24000000000001
43,en,0.8901454210281372,0.0,0.2430828057418667,118.0
43,es,0.8068583011627197,0.25,0.3156219779101135,10.16
43,hi,0.8568060994148254,,0.29028263403263405,58.8
44,ar,0.9684712886810303,0.25,0.6398395721925134,1.2
44,en,0.840975821018219,1.0,0.2417989417989418,171.76
44,es,0.9043282270431519,0.0,0.6723214285714285,187.83999999999997
44,hi,0.9389626979827881,0.0,0.47919493505279875,20.16
45,ar,0.7086819410324097,1.0,0.343387049941928,3.04
45,en,0.9673682451248169,0.25,0.5832825865423215,2.8
45,es,0.9503062963485718,0.25,0.6983218916857361,3.0399999999999996
45,hi,0.8963561654090881,,0.31812997649864955,7.040000000000001
46,ar,0.8535361289978027,0.25,0.3302948129606453,6.640000000000001
46,en,0.7747483253479004,0.75,0.28584333324424727,47.040000000000006
46,es,0.5710479617118835,0.0,0.2681737310543251,2.1599999999999997
46,hi,0.8782489895820618,0.25,0.3821806426332288,3.44
47,ar,0.9136034250259399,0.0,0.3418338907469342,0.8
47,en,0.7734805345535278,0.25,0.2616801868730181,234.16
47,es,0.9125439524650574,0.0,0.7929566563467492,61.44
47,hi,0.5887126922607422,1.0,0.3317514337934077,32.56
48,ar,0.7902431488037109,,0.3369111280875987,98.4
48,en,0.8425314426422119,0.0,0.2452776708167544,207.44
48,es,0.8927280902862549,0.25,0.5499434069043576,238.24
48,hi,0.8145409822463989,,0.3157744323025653,94.16000000000001
49,ar,0.9251857995986938,0.75,0.5,1.36
49,en,0.8656854033470154,0.0,0.5178064807999019,6.640000000000001
49,es,0.8870021104812622,0.0,0.6885416666666666,0.6399999999999999
49,hi,0.9091624021530151,,0.5661124794745485,4.56
50,ar,0.9295424818992615,0.0,0.4170423843296184,1.2
50,en,0.8684292435646057,0.25,0.27186263730541427,40.16
50,es,0.9044932126998901,0.25,0.5882352941176471,43.440000000000005
50,hi,0.7992780804634094,0.25,0.327368018885876,3.04
51,ar,0.7369427680969238,,0.3230466860183841,1.3599999999999999
51,en,0.7910791039466858,1.0,0.19870434933115744,99.2
51,es,0.7151472568511963,0.25,0.24984410189680198,4.640000000000001
51,hi,0.8369274139404297,,0.24926297169811318,23.439999999999998
52,ar,0.716892659664154,0.5,0.30304313459801263,7.360000000000001
52,en,0.9596257209777832,0.0,0.5223089235694278,16.56
52,es,0.9084284901618958,0.0,0.6194236364968072,4.24
52,hi,0.9372088313102722,0.0,0.5833081044971289,5.040000000000001
53,ar,0.8665231466293335,1.0,0.21356021489810034,0.56
53,en,0.9136874675750732,0.0,0.3329529611444505,10.96
53,es,0.8224124908447266,0.0,0.31224053724053724,163.04
53,hi,0.8490738868713379,0.3333333333333333,0.5150570737741791,6.159999999999999
54,ar,0.7838664054870605,0.25,0.274487805155507,13.040000000000001
54,en,0.7629233002662659,0.75,0.25458678022136505,29.04
54,es,0.7438463568687439,1.0,0.21270692734360241,8.639999999999999
54,hi,0.6748853921890259,,0.16324687553501113,4.4
55,ar,0.9571391940116882,0.25,0.6344769656589291,1.6
55,en,0.959916353225708,0.5,0.2925744186688887,18.8
55,es,0.9288966655731201,0.25,0.5966559184522571,128.56
55,hi,0.7347878217697144,1.0,0.20089062722991294,16.0
56,ar,0.553964376449585,0.75,0.413921568627451,3.4400000000000004
56,en,0.8742976188659668,0.0,0.2978617634473558,39.84
56,es,0.787226140499115,0.25,0.344817859445519,1.8400000000000003
56,hi,0.6824839115142822,0.0,0.17291666666666666,52.239999999999995
57,ar,0.7851476073265076,0.0,0.3419642857142857,133.36
57,en,0.7507964968681335,0.0,0.2459134911826366,244.8
57,es,0.7874246835708618,0.25,0.24295112781954886,146.56
57,hi,0.862747311592102,0.0,0.3037012892945097,131.44
58,ar,0.9334677457809448,0.0,0.592027417027417,25.2
58,en,0.9289815425872803,0.25,0.6300282150934282,54.959999999999994
58,es,0.9329096078872681,0.0,0.5503586590543113,1.6
58,hi,0.9582968950271606,,0.7318404634581104,7.6
59,ar,0.9667006731033325,,0.6387301722667577,2.4
59,en,0.9472630620002747,0.0,0.6769098820182412,93.76
59,es,0.8493942618370056,0.75,0.3631289556441532,4.959999999999999
59,hi,0.954873263835907,,0.7195053553336228,7.76
60,ar,0.6590081453323364,0.75,0.32947860962566844,2.2399999999999998
60,en,0.857257604598999,0.25,0.27020975056689345,64.24
60,es,0.8799470067024231,0.25,0.33468237391668465,56.56
60,hi,0.8572749495506287,,0.45433272946859904,19.360000000000003
61,ar,0.7200784087181091,,0.15579140461215935,86.96
61,en,0.7841325402259827,0.0,0.2156484584725237,269.36
61,es,0.8211662769317627,0.5,0.1709102121634477,238.24
61,hi,0.8483337163925171,,0.2001174812030075,148.16
62,ar,0.8939571976661682,0.0,0.3115624027388733,6.640000000000001
62,en,0.8658556938171387,0.0,0.5548590403903497,3.0399999999999996
62,es,0.7987079620361328,0.0,0.394767798690671,3.04
62,hi,0.8671927452087402,0.0,0.24575909025061568,42.24
63,ar,0.8118636608123779,0.25,0.39385887410080955,15.040000000000001
63,en,0.8526967763900757,0.75,0.18913846204118975,21.439999999999998
63,es,0.6931034326553345,0.5,0.2316072278542012,14.960000000000003
63,hi,0.9459016919136047,0.25,0.6324925516335909,1.6
64,ar,0.650280237197876,0.0,0.30045295414762785,120.64000000000001
64,en,0.6883313655853271,1.0,0.1543807473361553,28.24
64,es,0.731336236000061,0.75,0.159122239970715,50.239999999999995
64,hi,0.8680975437164307,,0.3425906671998523,64.24
65,ar,0.907077968120575,0.0,0.5058718224131757,12.4
65,en,0.8251054286956787,0.0,0.34844771241830064,9.2
65,es,0.8251895308494568,0.25,0.34484396151876334,11.039999999999997
65,hi,0.8750646710395813,0.0,0.4036037561069653,23.360000000000007
66,ar,0.9464583396911621,0.0,0.6742547425474255,0.6399999999999999
66,en,0.7628617286682129,0.5,0.46178030303030304,20.16
66,es,0.7643457651138306,0.25,0.5802641343618787,5.84
66,hi,0.8288601636886597,,0.35923076680300964,15.440000000000001
67,ar,0.6610041856765747,,0.2888890665984262,10.64
67,en,0.9329164624214172,0.0,0.5077623048521673,2.1599999999999997
67,es,0.8717260360717773,0.25,0.36991758241758244,20.4
67,hi,0.8487463593482971,,0.2297673531655225,14.64
68,ar,0.8464083671569824,0.0,0.46296620046620046,0.15999999999999998
68,en,0.9758636951446533,0.5,0.6118421052631579,64.0
68,es,0.8438882827758789,0.25,0.4566227918464442,53.44
68,hi,0.7610037326812744,1.0,0.31177298311444657,74.16000000000001
69,ar,0.7906317710876465,0.0,0.46594833214023623,75.76
69,en,0.7683224081993103,0.75,0.282950634057971,4.959999999999999
69,es,0.9472414255142212,0.0,0.6951785714285714,5.2
69,hi,0.8631816506385803,0.25,0.38756105006105007,2.0
70,ar,0.7669795155525208,0.0,0.37852182539682544,5.359999999999999
70,en,0.8605043888092041,0.0,0.4534966160377194,6.959999999999999
70,es,0.8852697610855103,0.0,0.44427076006023375,8.0
70,hi,0.8857225179672241,0.0,0.5017342799188641,10.959999999999997
71,ar,0.940430760383606,0.0,0.6237362637362638,8.959999999999999
71,en,0.9338744282722473,0.0,0.4876068376068376,4.24
71,es,0.8702089786529541,0.5,0.32553847747996684,2.96
71,hi,0.9736648797988892,,0.7177331506079134,11.44
72,ar,0.8082438707351685,0.0,0.3266661011536466,10.559999999999999
72,en,0.8484284281730652,0.0,0.31408567525370806,1.0400000000000003
72,es,0.6602287888526917,0.0,0.2547242045792447,7.2
72,hi,0.47444674372673035,0.0,0.16420225624496373,32.0
73,ar,0.6801269054412842,,0.13512820512820514,8.24
73,en,0.8121620416641235,1.0,0.1991652458084683,1.7599999999999998
73,es,0.7859733700752258,0.5,0.3864635364635365,8.0
73,hi,0.88924241065979,,0.4169581613969885,5.76
74,ar,0.8934389352798462,,0.7741341991341992,0.16
74,en,0.875446081161499,0.25,0.36030691346305965,38.239999999999995
74,es,0.9614298343658447,0.0,0.7896141215106732,2.1599999999999997
74,hi,0.8987674713134766,,0.30983352690669763,14.559999999999999
75,ar,0.8989448547363281,,0.33800824175824173,3.4400000000000004
75,en,0.95491623878479,0.25,0.49927215100369804,2.1599999999999997
75,es,0.9108335971832275,0.0,0.4805320927684968,2.16
75,hi,0.915481448173523,,0.710840108401084,0.6399999999999999
76,ar,0.7085777521133423,1.0,0.2484055960885646,8.24
76,en,0.6492609977722168,1.0,0.21573726196085063,9.04
76,es,0.6451573371887207,0.75,0.2813245156482861,215.35999999999999
76,hi,0.6762100458145142,1.0,0.21833333333333332,20.4
77,ar,0.5880107283592224,0.75,0.39300030599755204,18.64
77,en,0.9200335741043091,0.75,0.4152173913043478,9.04
77,es,0.8370018601417542,0.25,0.4258949391819499,13.440000000000001
77,hi,0.8938518166542053,0.0,0.4074464153732446,22.0
78,ar,0.8815931081771851,,0.36957558207558205,2.8
78,en,0.8895455002784729,0.5,0.4300084742301723,229.36000000000004
78,es,0.7858563661575317,0.0,0.4128103378103378,11.44
78,hi,0.8686091303825378,,0.4881297113439971,11.440000000000001
79,ar,0.890931248664856,,0.3420920848333874,9.2
79,en,0.8726330399513245,0.25,0.34539219443475055,21.360000000000003
79,es,0.8764880895614624,0.25,0.44143834508636864,3.7600000000000007
79,hi,0.9235202074050903,,0.38844348705112164,22.96
80,ar,0.887400209903717,0.0,0.3140809573875935,1.7600000000000002
80,en,0.8748172521591187,0.25,0.4240906072751418,4.5600000000000005
80,es,0.9461660385131836,0.25,0.538245862369338,6.159999999999999
80,hi,0.9712129235267639,0.0,0.6706300813008129,14.16
81,ar,0.9301217794418335,0.0,0.47192982456140353,11.2
81,en,0.9484720230102539,0.75,0.37236328697999177,21.04
81,es,0.942247748374939,0.5,0.5991430133599581,9.84
81,hi,0.8595138788223267,0.0,0.4256969144246846,32.96
82,ar,0.7827259302139282,,0.12805911838419579,69.03999999999999
82,en,0.7937350273132324,0.25,0.2527815294336811,6.24
82,es,0.8395751118659973,0.5,0.45990142896342107,25.439999999999998
82,hi,0.9708434343338013,,0.7228300559695909,3.7600000000000002
83,ar,0.9063572883605957,,0.31985472910338136,21.439999999999998
83,en,0.9180462956428528,0.25,0.457703583144854,4.959999999999999
83,es,0.9083411693572998,0.0,0.3706228632104643,3.7599999999999993
83,hi,0.9530080556869507,,0.5114330499390628,26.0
84,ar,0.5734995007514954,1.0,0.23415048946407832,4.24
84,en,0.9522629380226135,0.0,0.6309840852855169,4.959999999999999
84,es,0.47295650839805603,0.25,0.39864083285135915,5.2
84,hi,0.7106470465660095,1.0,0.19864386792452832,5.040000000000001
85,ar,0.802051842212677,0.0,0.1155050505050505,103.6
85,en,0.7822897434234619,0.0,0.25451902717669506,22.8
85,es,0.7469897270202637,0.75,0.231921468615017,8.96
85,hi,0.9108461141586304,0.25,0.29061224489795917,10.16
86,ar,0.7238688468933105,,0.36013995779543195,20.64
86,en,0.857751727104187,0.25,0.23456262270304015,40.64
86,es,0.7352646589279175,0.25,0.19698210041879194,6.16
86,hi,0.8475867509841919,,0.21605920485969443,18.8
87,ar,0.8300339579582214,0.25,0.10151300236406618,79.76000000000002
87,en,0.7824501395225525,0.0,0.18410973084886126,26.0
87,es,0.7661029696464539,0.25,0.28858215123207626,13.2
87,hi,0.853678822517395,,0.23391748003549243,11.84
88,ar,0.8788957595825195,0.0,0.33540706605222737,29.360000000000003
88,en,0.9531788229942322,0.0,0.575167711208652,16.16
88,es,0.9148574471473694,0.25,0.6101631618865935,45.040000000000006
88,hi,0.9112690091133118,,0.5621435345119555,219.2
89,ar,0.8059647083282471,0.0,0.3158176100628931,3.84
89,en,0.7507913112640381,0.0,0.14579359319925358,56.0
89,es,0.8331767320632935,0.0,0.3445635160698681,14.959999999999999
89,hi,0.9101413488388062,0.0,0.27583586626139817,3.2
90,ar,0.689871609210968,0.0,0.27260801342869656,41.36
90,en,0.9538974165916443,0.25,0.6247692441657959,2.1599999999999997
90,es,0.7711567282676697,1.0,0.21702945901059106,37.839999999999996
90,hi,0.7691797614097595,0.6666666666666666,0.3057120986428335,14.8
91,ar,0.7534113526344299,,0.4425686858656074,10.0
91,en,0.8373063802719116,0.5,0.28103328409179473,46.16
91,es,0.8118689060211182,0.25,0.4681758837138094,8.56
91,hi,0.9170266389846802,,0.4170757674336074,44.8
92,ar,0.6914489269256592,0.75,0.21132989035802335,49.760000000000005
92,en,0.6662105321884155,0.5,0.15869248182490966,151.76
92,es,0.730139970779419,0.75,0.40080702013246766,138.64000000000001
92,hi,0.937008261680603,0.0,0.513161192910433,5.040000000000001
93,ar,0.9226808547973633,0.5,0.45268817204301076,3.7599999999999993
93,en,0.9603655338287354,0.25,0.5289265612436345,6.959999999999999
93,es,0.8711816668510437,0.25,0.39136072261072263,4.96
93,hi,0.8913216590881348,0.5,0.4885052815973869,2.8
94,ar,0.7268595695495605,1.0,0.23793478260869566,3.6
94,en,0.9519621133804321,0.0,0.5806257740220004,2.5599999999999996
94,es,0.7071640491485596,0.25,0.32622295984886784,2.5599999999999996
94,hi,0.9163718819618225,,0.6081162728249194,1.3599999999999999
95,ar,0.7643628120422363,0.75,0.19212897107633947,12.4
95,en,0.8158960938453674,0.75,0.3303625806770132,140.56
95,es,0.7507530450820923,0.25,0.34394916824662314,11.440000000000001
95,hi,0.9374204874038696,0.0,0.6079132384310653,0.24
96,ar,0.9710992574691772,0.0,0.790592162621025,0.6399999999999999
96,en,0.9011510610580444,0.0,0.522875816993464,219.76000000000005
96,es,0.7678333520889282,0.25,0.3448550724637681,161.35999999999999
96,hi,0.9489794969558716,0.0,0.39327929753461666,5.04
97,ar,0.88945072889328,,0.4186180692372643,11.2
97,en,0.8727830648422241,0.25,0.31239647518717284,111.35999999999999
97,es,0.8302472829818726,1.0,0.2794843949897355,2.2399999999999998
97,hi,0.7569856643676758,,0.3649305409975822,29.840000000000003
98,ar,0.6681551933288574,0.0,0.1943438003220612,18.8
98,en,0.8611418008804321,0.5,0.5086528360690833,6.56
98,es,0.9212108850479126,0.0,0.5362462292609351,8.959999999999999
98,hi,0.31103575229644775,0.25,0.043367304337453595,38.15999999999999
99,ar,0.655980110168457,,0.2300796185506725,7.44
99,en,0.896770179271698,0.0,0.22204222980085048,5.04
99,es,0.7942016124725342,0.5,0.39300699300699304,25.360000000000003
99,hi,0.8498392105102539,0.0,0.21275059586757347,17.76
